Rbr;Tekst;Odgovor;Tezina
911;Kako se zove drama Chena Kaigea, prvi film na kineskom jeziku nagraden Zlatnom palmom, čija je radnja smještena u turbulentno razdoblje kineske povijesti od ranih dana republike do događaja poslije revolucije koja je neko vrijeme bila zabranjena u Kini zbog prikaza homoseksualnosti, samoubojstva i nasilja komunističkog režima?;ZBOGOM, MOJA KONKUBINO;5
912;Kako se prezivao diplomat i učenjak koji je prvi donio duhan u Francusku 1560. godine te zagovarao njegovo korištenje u medicinske svrhe smatrajući da pušenje pomaže u borbi protiv nekih bolesti, osobito kuge?;Jean NICOT de Villemain (po njemu je nazvan nikotin);5
913;Koji romanski jezik arhaičnog obilježja razlikuje četiri osnovna narječja: kampidansko, sasarsko, galursko i logudorsko?;SARDSKI (jezik Sardinije);5
914;U kojem su sportu, od uvođenja u olimpijski program za žene 2000. godine, pobjednice redom bile reprezentativke Australije, Italije, Nizozemske i tri SAD-a? puta;VATERPOLO;5
915;Dijeleći ime s jednom temperaturnom ljestvicom, koji su drvenasti muški parfem 1988. godine za Dior kreirali Jean-Louis Sieuzac i Michel Almairac?;FAHRENHEIT;3
916;Poznat i kao Baby cha-cha, kako se zove viralna videosnimka s 3D animacijom bebe i glazbenom podlogom benda Blue Swede, koja je preko masovnih medija u drugoj polovici devedesetih postala jedan od najranijih internetskih fenomena?;DANCING BABY/ OOGACHAKA BABY;4
917;Osvajanjem zlata Flore Duffy u triatlonu, koji je britanski prekomorski teritorij u ljeto 2021. godine postao brojem stanovnika (oko 70 tisuća) najmanji sudionik Olimpijskih igara sa zlatnom medaljom?;BERMUDA;5
918;Nazvan po slavnom matematičaru i pioniru računalstva, kako se zove test objavljen u njegovu radu Računalna tehnologija i inteligencija iz 1950. kojim se određuje mogu li računala razmišljati kao ljudska bića na temelju njihova uspjeha u određenim vrstama igara imitacije?;TURINGOV test;3
919;Nagrađen na berlinskom festivalu, film Živjeti (Ikiru) Akire Kurosawe iz 1952. godine, o osamljenom činovniku tokijskog Odjela za pritužbe koji sazna da boluje od raka i da mu preostaje još možda godina života, psihološka je drama nadahnuta kojom Tolstojevom pripovijetkom?;SMRT IVANA ILJIČA;5
920;Od navedenih, u kojoj se bacačkoj disciplini ne natječu atletski desetobojci: bacanje kugle, bacanje kladiva, bacanje koplja ili bacanje diska?;Bacanje KLADIVA;5
921;Koja je višeglasna skladba svjetovnog sadržaja – razvijena pretežno u Italiji od 14. do 17. stoljeća u nazivu jednog od prvih hrvatskih zborova sa školovanim pjevačima, komornog zbora (1930. 1941.) opsežnog repertoara koji je utemeljio Mladen Pozajić?;MADRIGAL;5
922;Uz demonstrativnu i senzitivnu, koja je prema Johnu Lockeu treća vrsta spoznaje, najviša, najjasnija i najsigurnija, a sastoji se od neposrednog opažanja, slaganja ili neslaganja dviju ideja?;INTUITIVNA spoznaja;5
923;Od latinskog za "lûk" i "gredu", kako se u antičkom graditeljstvu zvao jedan od triju osnovnih elemenata trabeacije (druga su dva friz i završni vijenac), donja od triju vodoravnih kamenih greda koje počivaju na kapitelima stupova, a nose konstrukciju krova?;ARHITRAV;5
924;Prve zlatne ploče diskografske su kuće dodjeljivale izvođačima kako bi obilježile milijun prodanih primjeraka. Prvo izdanje ikada nagrađeno zlatnom nakladom bio je singl Chattanooga Choo Choo, skladba koju je 1941. u mjuziklu Sun Valley Serenade sa svojim orkestrom izveo koji čuveni trombonist?;Alton Glenn MILLER;5
925;Koje je more najzapadniji dio Sredozemnog mora, a proteže se od obala južne Spanjolske do sjevera Maroka i Alžira te je Gibraltarskim vratima odvojeno od Atlantskog oceana?;ALBORANSKO more;5
926;Od perzijskog "pad-zahr" za istjerivanje otrova", kako se zove tvar, djelomično probavljena nakupina iz želuca nekih preživača, za koju se vjerovalo da ima moć neutralizacije otrova? Iako je nekada tražena kao protuotrov, također se smatrala izvrsnim sredstvom za čišćenje krvi i mokraćnih putova.;BEZOAR;5
927;Neslužbeno poznato i kao Crolimpijada, kako se zove amatersko sportsko natjecanje u kojem sudjeluju Hrvati i njihovi potomci iz cijeloga svijeta, predstavljajući države u kojima žive?;HRVATSKE SVJETSKE IGRE;5
928;Odjevne kreacije libanonskog modnog dizajnera Elieja Saaba odlikuje jedinstvena fuzija istočnjačke tradicije i zapadnjačkog modernizma, a aduti su mu skupe tkanine, čipka, drago kamenje, kristali Swarovski, biseri i precizni vez. U svijetu visoke mode poznat je po tome što se specijalizirao za koje odjevne predmete?;VJENČANICA;5
929;Koji su politički dokument 1848. godine u suautorstvu objavili sin apostatskoga židovskog odvjetnika iz Porajnja i nasljednik vlasnika wuppertalske predionice pamuka?;KOMUNISTIČKI MANIFEST (Marx i Engels);5
930;Koji je fiktivni lik i junak romana Mihaila Ljermontova nazvan prema rijeci dugoj 1809 km duljinom šestoj u Europi?;PEČORIN (rijeka Pečora);5
931;Iako je njegov izum drugima donio milijune zarade, on sam je umro ostavivši iza sebe dugove. Ironično, više je zaradio od knjige Gum-elastic and Its Varieties (1853.) u kojoj je detaljno opisao pronalazak i upotrebu procesa vulkanizacije, nego od saotkrića. Tko je bio taj izumitelj i samouki kemičar?;Charles GOODYEAR;5
932;Izvođeno uz pratnju lire ili lutnje, kako se prema venecijanskom za "jutarnju pjesmu zove grčko narodno glazbeno umijeće, osobito rašireno na području Krete?;MANTINADA;5
933;Rođeni Hvaranin, koji je glumac i redatelj te jedan od začetnika kinematografije u FNRJ zaslužan za potpuno očuvanje teksta Kovačićeve Jame, koju je kao partizan čitao ranjenicima Prve proleterske brigade? Prema vlastitom scenariju režirao je prvi jugoslavenski poslijeratni dugometražni igrani film Slavica (1947.).;Vjekoslav AFRIC;5
934;Smješten na samom sjeveru Australije, kako se zove nacionalni park s UNESCO-ova popisa svjetske baštine Australije i Oceanije, koji ime dijeli s jednom vrstom tamošnje ptice?;KAKADU;5
935;Poznato kao "lanena knjiga", platno s oko 1130 riječi, sačuvano u pet naknadno izrezanih traka kojima je bila omotana egipatska mumija, najdulji je sačuvani rukopis na etrurskom jeziku, a nalazi se u Arheološkom muzeju kojega grada?;ZAGREB;5
936;Kako jednim imenom zovemo biljke koje žive na lužnatim tlima, gdje je pH-vrijednost izmedu 6,5 i 7,5, a medu koje se ubrajaju, primjerice, blitva i pšenica?;BAZOFILNE/ VAPNENAČKE;5
937;Koja je ukrajinska atletičarka u Göteborgu 1995. s 15,50 metara postavila svjetski rekord u ženskom troskoku srušen 26 godina kasnije u Tokiju? U Atlanti sljedeće godine pobijedila je nešto kraćim skokom i postala prva žena s olimpijskim zlatom u troskoku.;Inessa KRAVETS;5
938;Kako se zove udubljenje na površini Zemlje ispunjeno vodom, kojemu je površina vode iznad morske razine, a dno ispod nje? Najpoznatiji je primjer Bajkalsko jezero.;KRIPTODEPRESIJA;5
939;Naslov stripa Watchmen djelomično se odnosi na citat kojeg rimskog satiričara navedenog u njegovim Satirama (Satira VI, stihovi 347-348) Quis custodiet ipsos custodes?" ("Tko će čuvati čuvare"?), kojim se izražava nepovjerenje u sposobnost ili poštenje onih koji nadziru druge?;Decim Junije JUVENAL;5
940;Kakvo je kazalište u terminu koji je skovao poljski redatelj Jerzy Grotowsky kako bi okarakterizirao svoj stil režije zasnovan na krajnjoj štedljivosti scenskih sredstava i gdje je najvažniji odnos glumca i publike?;SIROMAŠNO;5
941;Emitiran jednom mjesečno u kasnom večernjem terminu početkom sedamdesetih, kako se zvao prvi hrvatski talk show redatelja i urednika Angela Miladinova, u kojemu su gostovale najpoznatije osobe iz javnog i društvenog života? Možda nije slučajno što je za glazbenu podlogu izabrana Mozartova slavna Serenada br. 13 u G-duru.;MALI NOĆNI RAZGOVORI;5
942;Objavljena početkom 1956. godine, koja je pjesma Elvisa Presleyja inspirirana novinskim izvještajem o samoubojstvu čovjeka koji je prije skoka kroz hotelski prozor ostavio oproštajnu rečenicu: "I walk a lonely street."?;HEARTBREAK HOTEL;5
943;Psihološkoj drami Hazarder (The Hustler) Roberta Rossena često se pripisuje zasluga za oživljavanje zanimanja za kojom sportskom igrom, s obzirom na to da glavni junak (Paul Newman) cijeli život gradi upravo na njoj i nastoji se dokazati kao najbolji američki igrač tako što će poraziti legendarnog "Minnesota Fatsa"?;BILIJAR;5
944;Od latinske složenice za "suvlasništvo", kako se zove područje pod vlašću i upravom dviju ili više država na temelju medunarodnog ugovora? Poznatiji su primjer iz prošlosti Novi Hebridi koji su od 1980. godine država Vanuatu, kada su stekli neovisnost od Ujedinjenog Kraljevstva i Francuske.;KONDOMINIJ;5
945;Kako se zove sposobnost poduzeća da raspoloživim novčanim sredstvima podmiri sve svoje dospjele obveze plaćanja u rokovima njihova dospijeća?;SOLVENTNOST;5
946;Godine 1972. Državna banka Kanade izdala je novu seriju novčanica od 5 dolara koje na poleđini imaju nacrtano vitlo na ribarskom brodu, revolucionarni patent kojeg hrvatsko-američkog izumitelja, rođenog 1904. u Sumartinu na Braču?;Mario PURATIĆ/ PURETIC;5
947;Od latinskog u značenju veći" ili "poveći", kako se zove najstariji tip grčkog i latinskog pisma, u kojem su sva slova iste veličine? Tome tipu pisma pripadaju latinska kapitala (kvadratna i rustična, I. V. st.), latinska (IV. VII. st.) i grčka uncijala (V. IX. st.), hrvatska glagoljica i ustavna ćirilica.;MAJUSKULA;5
948;U kojem se serijalu videoigara pojavljuje Sonya Blade, jedan od prvih ženskih borbenih likova u povijesti videoigara?;MORTAL KOMBAT;5
949;Teorija da je tijelo samoodrživo u prostoru te da je za održavanje stanica na životu potrebna jedino svjetlost zagovaraju konzumenti koji ne jedu i ne piju i žive isključivo od svjetlosti i zraka, a vjerojatno je najpoznatiji sljedbenik te "prehrambene" filozofije Victor Truviano. Kako se zove taj način "prehrane", poznat i kao "suhi post"?;BRETARIJANSTVO;5
950;Polusatnu sjednicu vlade koje je otočne države u listopadu 2009. predsjednik Mohammed Nasheed održao šest metara pod morem kako bi svjetskim liderima ukazao na klimatske promjene koje bi mogle pogoditi tu državu?;MALDIVI;5
951;U čast kojega je kantautora i pripadnika tzv. "denovske škole" nadomak pulske Arene u rujnu 2008. postavljena skulptura Noina arka, nazvana po njegovoj pjesmi L'arca di Noe o egzodusu pulskih Talijana u Italiju 1947. godine brodom Toscana, koji je postao talijanskim simbolom napuštanja Istre?;Sergio ENDRIGO;5
952;Dijelom po izrazu za lijenčinu ili zabušanta u engleskom jeziku, kojom se stopljenicom pejorativno naziva digitalni aktivizam na društvenim mrežama jer se često ograničava na deklarativnu podršku koja ne zahtijeva nikakav napor?;SLACKTIVISM/ SLACKTIVIZAM;5
953;Rođen kao Henry St. Clair Fredericks, pod kojim umjetničkim imenom, koje dijeli s poznatom gradevinom iz 17. stoljeća, nastupa taj blues-multiinstrumentalist, nagrađen Grammyjem za albume Señor Blues i Shoutin' in Key?;TAJ MAHAL;5
954;Koji pridjev krasi viteza Don Quijotea u originalnom naslovu romana? Može hrvatski, ali naravno i španjolski pridjev.;BISTRI vitez / El INGENIOSO hidalgo;5
955;Drugi najprometniji granični prijelaz na svijetu nakan GP San Ysidro-Tijuana te najprometniji u Europi nalazi se na bugarsko-turskoj granici, a čvorište čine Kapitan Andreevo s bugarske strane te koji granični prijelaz s turske strane, smješten u provinciji Edirne, na krajnjem zapadu Turske i čini oko 40 posto cjelokupnih cestovnih prijelaza kroz Tursku?;KAPIKULE;5
956;Kako se u rimskoj mitologiji zove demon noćne more, a prema srednjovjekovnom praznovjerju muški demon koji opći s vješticama?;INKUB (INCUBUS);5
957;Europska unija priznala je nedozreli, slani sir halloumi kao tradicionalni proizvod jedne zemlje, stoga je službeno halloumi samo onaj koji je napravljen u kojoj državi?;CIPAR;5
958;Na kojem su stadionu u travnju 1989. godine utakmicu polufinala FA kupa započeli Liverpool i Nottingham Forest susret koji će zbog gotovo stotinu preminulih i više od sedamsto ozlijedenih ljudi biti završen tek tri tjedna kasnije na Old Traffordu?;HILLSBOROUGH;5
959;Nazvan prema Tezejevoj ženi koja se zaljubila u svog pastorka Hipolita, zbog kojega se naposljetku i ubila, kako se neslužbeno zove kompleks koji najčešće označava seksualnu privrženost pomajke prema pastorku/posinku?;FEDRIN kompleks;5
960;Na kojem je popularnom glazbenom streaming-servisu tvrtka Barilla početkom 2021. godine otvorila profil s nekoliko glazbenih lista kako bi korisnici te platforme slušanjem pjesama odredili točno vrijeme kuhanja raznih vrsta tjestenine?;SPOTIFY;5
961;Kojim se sportom bavio prvi hrvatski stjegonoša na olimpijskim igrama uopće, koji je nosio zastavu na otvaranju Zimskih olimpijskih igara u Albertvilleu 1992.?;UMJETNIČKO KLIZANJE (Tomislav Čižmešija);5
962;Po kojem je austrijskom pedijatru imenovan infantilni refleks koji se najčešće javlja kao reakcija djeteta na snažnu buku ili osjećaj pada, a obično uključuje plač, retrofleksiju vrata te iznenadno širenje i povlačenje ekstremiteta?;Ernst MORO;5
963;Kao prva osoba u povijesti u izravnom televizijskom prijenosu, što je to u srpnju 1974. godine učinila Christine Chubbuck, američka televizijska reporterka čiji je život prikazao redatelj Antonio Campos u biografskoj drami Christine?;SAMOUBOJSTVO;5
964;Kako se prema njemačkom sveučilišnom gradu pokraj kojega su 1907. godine pronadeni ostaci, učestalije zove izumrla vrsta roda Homo koja se ponekad naziva i Homo rhodesiensis?;HOMO HEIDELBERGENSIS / HAJDELBERŠKI ČOVJEK;5
965;Koje je umjetničko razdoblje u naslovu kratkog igrano-dokumentarnog filma Oktavijana Miletića o životu grofa Janka Draškovića, koji je zajedno s propagandnom Stražom na Drini 1942. godine predstavljao NDH na venecijanskoj Mostri?;BAROK;5
966;Uz to što je najzaslužniji za pojavu igračaka Transformers na američkom tržištu, koji je poljsko-američki izumitelj i kockar patentirao "hole cam", kameru koja omogućuje televizijskim gledateljima pogled na karte igrača pokera kad su okrenute prema dolje?;Henry ORENSTEIN;5
967;Iz koje je države country-bend Bering Strait, aktivan od 1996. do 2006. godine, a čije su se pjesme s debitantskog albuma mogle čuti i u televizijskoj seriji Alias (2001. 2006.)?;RUSIJA;5
968;Nazvane po brdu iznad glavnoga grada Ugande na kojem se nalaze, kako se zovu kružne grobnice sa slamnatim krovom u koje su pokapani kabake (kraljevi Bugande), a od 2001. godine nalaze se na UNESCO-ovu popisu svjetske baštine u Africi?;Grobnice KASUBI;5
969;"Dubrovački lakat", zakonita jedinica duljine Dubrovačke Republike, bio je odreden duljinom desne ruke na kipu kojega viteza?;ORLANDO;5
970;Kojim se dvjema latinskim riječima zvao službeni stav poglavara Katoličke crkve koji je 1868. uveo Pio IX., a u slobodnoj bi interpretaciji značio da se ne preporučuje" sudjelovanje rimokatoličkih vjernika u Italiji u bilo kakvom obliku političkog života, pa ni na slobodnim izborima? Tu je politiku ukinuo 1919. godine papa Benedikt XV. dajući podršku Narodnoj stranci (Partito Popolare Italiano).;NON EXPEDIT;5
971;Kako se zove fizikalna veličina definirana kao količnik jačine električne struje i napona, oznake G te mjerne jedinice simens?;ELEKTRIČNA VODLJIVOST;2
972;Iako je zapravo slano, koje "okusno" ime nosi veliko jezero izmedu sjevernog i južnog dijela Sueskog kanala, koje često brodovima služi za promjenu položaja ili okretanje?;GORKO (Veliko gorko jezero);5
973;Roden u Le Mansu, koji je engleski kralj nosio naslov kralja Engleske (King of England), za razliku od dotadašnjeg kralja Engleza (King of the English) te je prvi iz dinastije Plantagenêt koji je vladao cijelom Engleskom?;HENRIK II.;5
974;U čast kojeg je filma Hajrudina Krvavca iz 1972. godine najpopularnijeg jugoslavenskog filma svih vremena u Kini i općenito jednog od tamošnjih najgledanijih filmova sedamdesetih i osamdesetih nazvan jedan brend kineskog piva?;VALTER BRANI SARAJEVO (pivo Valter);5
975;Smatrana jednom od najsvestranijih atletičarki, ali i sportašica općenito, Mildred Didrikson sve je olimpijske medalje zlato u utrci na 80 m s preponama i bacanje koplja te srebro u skoku uvis osvojila na jednim olimpijskim igrama. Kojim (grad ili godina)?;LOS ANGELES / 1932.;5
976;Kako se zovu razgranati protoplazmatski izdanci živčane stanice koji primaju i provode živčane impulse do tijela neurona?;DENDRITI;5
977;Kako se zove primopredaja gradevine između investitora i izvodača radova, pri čemu se utvrduje jesu li gradevina i radovi izvedeni u skladu s ugovorom, projektom, građevinskom dozvolom, tehničkim propisima, a služi za konačan obračun gradnje?;KOLAUDACIJA;5
