Rbr;Tekst;Odgovor;Tezina
1564;Koji je najistaknutiji predstavnik ranorenesansnog slikarstva u Firenci autor freske Izgon iz raja kojom je stvorio prve naturalističke, anatomski korektne prikaze ljudskih aktova nakon razdoblja antike?;MASACCIO;NA
1565;Krvavi meridijan (1985.) svrstava se među najbolje suvremene američke romane, Svi lijepi konji (1992.) dobitnici su National Book Award, Nema zemlje za starce (2005.) ekranizirala su braća Coen i osvojila Oscara za najbolji film, a za Cestu (2006.) nagrađen je Pulitzerom. Koji je pisac autor tih nagradivanih romana?;Cormac McCARTHY;NA
1566;Duboke 2212 i 2197 metara, Verjovkina i Krubera najdublje su poznate špilje na Zemlji, a obje se nalaze na teritoriju koje kavkaske države?;GRUZIJA;NA
1567;Prema kečuanskom za „,izmet", kako se zove zemljasta ili tvrda masa koja većinom nastaje raspadanjem izmeta i strvina uginulih morskih ptica u dodiru sa zrakom bez djelovanja vode, a čija su najveća nalazišta na obalama Čilea i Perua?;GUANO;NA
1568;Igraju je dva ili četiri igrača s malim štapovima na kvadratnoj ploči s rupama za ubacivanje površine oko 1 m2, a u rupe se umjesto kugli ubacuje mali pak. Kako se zove ta igra - vrlo popularna na sjeveru Europe - nazvana i baltičkim ili skandinavskim bilijarom?;NOVUS/KORONA;NA
1569;Kako se zove vrsta tamnog piva s puno hmelja te nižom razinom alkohola, originalno nastala od triju vrsta piva koje je pomiješao vlasnik čuvenog bara u 18. stoljeću i nazvao ga po nosačima, tipičnoj klijenteli njegova lokala? ko;PORTER;NA
1570;Termin,,željezna zavjesa" skovao je Winston Churchill po jemu se ona spustila na europski kontinent na području od Trsta na jugu do kojeg poljskog grada na ušću Odre - na sjeveru zamišljene linije?;SZCZECIN;NA
1571;Skovan od grčkih riječi za „donositi“i „poticaj", koji su biokemijski pojam, važan za izazivanje reakcija kod pripadnika iste vrste, prvi put 1959. godine u časopisu Nature spomenuli njemački biokemičar Peter Karlson i švicarski entomolog Martin Lüscher?;FEROMON;NA
1572;Koji je čuveni saksofonist uz Bennyja Harrisa autor jazz-standarda Ornithology, skladbe koju je 1946. godine prvi put izveo septet s njegovim imenom?;Charlie PARKER / BIRD;NA
1573;Nazvana po javanskom lučkom gradiću i nekadašnjem glavnom gradu istoimenog sultanata, kako se zove patuljasta indonezijska kokoš (ime se danas koristi i za drugu manju perad) koja je posudila" ime težinskoj kategoriji u borilačkim sportovima?;BANTAM;NA
1574;Smatran ocem portugalske drame i tvorcem tamošnjeg nacionalnog kazališta, kako se zvao renesansni dramatičar čiji se s obično dijeli na pastorale, moralitete, farse, viteške komade i alegorije? Njemu u čast nazvan je nogometni klub iz Barcelosa.;Gil VICENTE;NA
1575;Okosnicu priče Oscarom nagrađena dokumentarnog filma Kraljevi ringa (When We Were Kings) Leona Gasta iz 1996. čini čuveni meč održan 22 godine ranije u kojem gradu?;KHINSASA (Rumble in the jungle);NA
1576;Kako se na „K“zove važan element kompozicije u kiparstvu, usklađena ravnoteža istodobnih pokreta figure usmjerenih u suprotnim smjerovima?;KONTRAPOST;NA
1577;Kako se zove protestantski teolog, filolog i povjesničar čije se najvažnije djelo Ključ Svetoga pisma, svojevrsni enciklopedij ski i hermeneutički rječnik Biblije, smatra prvim djelom protestantske hermeneutike? Po latiniziranoj verziji prezimena njegovi sljedbenici nazivali su se flacijanistima.;Matija VLAČIĆ ILIRIK;NA
1578;Klezmer je glazbeni žanr koji se tradicionalno vezuje uz koju skupinu Židova, jednu od dviju glavnih prema geografskom podrijetlu i kulturnoj tradiciji? Uglavnom se sastoji od plesnih melodija i zabavnih instrumentalnih skladbi za vjenčanja i druge proslave.;AŠKENAZI;NA
1579;Uz brojne varijante s inćunima, češnjakom i drugim začinskim biljem, glavni su sastojci tapenade usitnjene masline i plodovi koje primorske grmolike biljke, po čijem je provansalskom imenu nazvan ovaj namaz?;KAPARI;NA
1580;Koju je povijesnu dramu iz 1997. godine režirao Steven Spiela priberg, a temeljena je na istinitoj priči o pobuni na brodu zap jevoz robova iz 1839. tijekom koje su oteti robovi iz plemena Mende pobili gotovo čitavu posadu i preuzeli kontrolu nad brodom te međunarodnoj pravnoj bitki koja je uslijedila nakon što ih je ponovo zarobio strani američki trgovački brod?;AMISTAD;NA
1581;Američki šahist Abhimanyu Mishra postao je krajem lipnja 2021. najmlađi velemajstor na svijetu u dobi od 12 godina i 4 mjeseca, oborivši za tri mjeseca rekord iz 2003. godine kojega ukrajinsko-ruskog čuda od djeteta"?;Sergej KARJAKIN;NA
1582;Kojom se znanošću primarno bavio hrvatsko-američki sveučilišni profesor Vilim Feller koji je objavio niz radova i knjigu čiji je predgovor u ruskom izdanju napisao veliki Andrej Kolmogorov?;MATEMATIKA (teorija vjerojatnosti);NA
1583;Nekada naseljene, no danas posve puste, kako se zajedničkim imenom zovu travnate krške doline okružene šumovitim kosama i stjenovitim kukovima, koje se protežu u dužini od oko pet kilometara pri južnom kraju Srednjeg Velebita, na oko 700 metara nadmorske visine?;DABRI;NA
1584;Kako se, riječju latinskog podrijetla, zovu najstariji proizvodi tiskarstva od njegovih početaka oko 1445. do približno 1500.? Sačuvano je oko petsto tisuća primjeraka tiskanih u više od tisuću tiskara.;INKUNABULE;NA
1585;Koja je dvostruka oskarovka 1982. u svojoj četrdeset i petoj godini objavila knjigu u kojoj daje upute za praktičnu vježbu te iznosi svoja gledanja vezana uz prehranu i tjelesne aktivnosti?;Jane FONDA;NA
1586;Rođena Amerikanka djevojačkog prezimena Barbey, Hélène de Pourtalès nastupala je pod švicarskom zastavom u Parizu 1900. godine i postala prva žena sa zlatnom olimpijskom medaljom. Kao dio pobjedničkog tima, u kojem je sportu ostvarila taj povijesni uspjeh?;JEDRENJE;NA
1587;Za svako povećanje nezaposlenosti od 1 % realni BDP neke države manji je za 2 % od potencijalnog - kaže čiji zakon?;OKUNOV zakon;NA
1588;Kako se u etici naziva učenje o sretnom i veselom životu, prema kojemu su sreća i ugodnost krajnji cilj ljudskoga života?;EUDAJMONIZAN;NA
1589;Koji je britanski bend, čije je ime slengovska referencija na korisnika amfetamina, prestao postojati 40 godina nakon osnutka, kada je krajem 2015. godine umro vokal i basist Ian „Lemmy" Kilmister?;MOTORHEAD;NA
1590;Natjecanje u maratonu na Olimpijskim igrama u Rimu 1960. započelo je na Piazzi di Campidoglio, a završilo ispod Konstantinova slavoluka. Kojom se antičkom cestom, duž koje je 71. pr. Kr. sve do Kapue bilo razapeto oko 6000 Spartakovih pobunjenika, većinom trčao maraton?;Via APPIA;NA
1591;Kojim se imenom, podrijetlom iz grčkog u značenju „dva" i jezik", zove usporedna upotreba dvaju jezika u nekom druš tvu, čiji je naziv uveo američki jezikoslovac Charles Ferguson za oblik standardizacije jezika u kojoj supostoje dva varijeteta (idioma) u cijeloj govornoj zajednici, svaki od njih s posebnom ulogom?;DIGLOSIJA;NA
1592;U značenju „danas" na baskijskom, kako se zvala avangardna umjetnička grupa osnovana 1966. godine u Gipuzkoi, čiji je rad bio povezan s tadašnjim rastućim društvenim i ekonomskim promjenama te krizom baskijskog identiteta? Četveroslovno ime dijeli sa životinjom poznatom i kao indijski bizon.;GAUR;NA
1593;Jedan od najslavnijih kompozitora filmske glazbe, koji je madarsko-američki skladatelj i dirigent imao značajnu ulogu u glazbi holivudskih filmova, za koje je sedamnaest puta bio miniran, a tri puta dobio Oscara - za Hitchcockovu Začaranu (Spellbound, 1945.), Cukorov Dvostruki život (A Double Life, 1947.) i Wylerova Ben Hura (1959.)? ki no;Miklos ROSZA;NA
1594;Pod kojim je prezimenima poznat britanski umjetnički klizački par, zlatni s Olimpijskih igara u Sarajevu 1984., kada su otplesali na Ravelov Bolero i zadivili cijeli svijet, dobivši za svoju izvedbu jedini u povijesti umjetničkog klizanja dvanaest savršenih "šestica"?;TORVILL i DEAN;NA
1595;Nazvan po suosnivaču korporacije Intel, kako se zove zakon koji se temelji na njegovu zapažanju da se broj tranzistora koji stati na jediničnu površinu integriranog kruga naizgled udvostručava svakih osamnaest mjeseci? mogu;MOOREOV zakon;NA
1596;Dijeleći ime s poznatom izvedbom francuskog skladatelja Gabriela Fauréa, kako se naziva dvorski ples izrazito polagana ritma, nastao u 16. stoljeću u Italiji?;PAVANA/PADOVANA;NA
1597;Prema latinskom za kornjaču, kako se zvala taktička formacija koju je koristila rimska vojska, a činili su je gusto zbijeni legionari koji su držali svoje štitove ispred, ali i iznad sebe kako bi sebi i svojim suborcima pružili maksimalnu zaštitu od neprijateljskih strijela i drugih projektila?;TESTUDO;NA
1598;Koji se naziv koristi za biljke koje rastu na drugim biljkama, ali su za razliku od parazita autotrofne, tj. fiziološki neovisne? Biljku domadara - u prvome redu stabla i grane, rjeđe listove drveća-te biljke koriste kao podlogu koja im omogućuje povoljnije osvjetljenje.;EPIFITI;NA
1599;Korištena u mnogim Disneyjevim crtanim filmovima kao jedna od najstarijih tehnika (izumio ju je 1915. godine Max Fleischer), kako se zove tehnika animacije koja se sastoji od snimanja realnih scena, kasnije projektiranih na zamagljenom staklu preko kojega animator iscrtava pokrete?;ROTOSKOPIJA;NA
1600;Iako je većina ptica monogamna, kod malog postotka zabilježeno je da se mužjaci pare s nekoliko ženki i obrnuto te je naziv te pojave izveden od oba moguća odnosa u poligamiji, a zove se - kako?;POLIGINANDRIJA;NA
1601;Brak sklopljen između dvoje nekrštenih u Katoličkoj crkvi koji se razrješuje u korist vjere kako bi osoba koja se obrati i primi krštenje mogla živjeti svoju vjeru i sklopiti novi kršćanski brak, kaziva se povlasticom kojega kršćanskog sveca i obraćenika?;SV. PAVAO;NA
1602;Koja je popularna animirana serija započela epizodom Space Pilot 3000, emitiranom u ožujku 1999. godine?;FUTURAMA;NA
1603;Svojevrsna posveta kojem su glazbenom instrumentu riječi virtuoza Andrésa Segovije:"Nagnite tijelo blago prema naprijed kako biste je oslonili uz prsa jer poezija ove glazbe treba odjekivati u vašem srcu."?;GITARA;NA
1604;Animirani film Snjeguljica i sedam patuljaka iz 1937. godine prvi je film proizišao iz kojeg čuvenog filmskog studija?;Walt DISNEY Animation Studios;NA
1605;Hiroo Onoda, koji je oružje položio 1974. godine na filipinskom otoku Lubang, smatra se posljednjim vojnikom kojega rata?;DRUGI SVJETSKI rat;NA
1606;Pod nazivom Modulex, Godtfred Kirk Christiansen je 1963. godine na tržištu predstavio svoje precizno dimenzionirane kockice namijenjene odraslima, ponajprije arhitektima. U to vrijeme Christiansen je bio vlasnik koje poznate tvrtke, naslijedivši je pet godina ranije od svoga oca stolara?;LEGO;NA
1607;Iako je primarna meta bio grad Kokura, zbog čega u japanskom postoji izraz „Kokurina sreća"za izbjegavanje nesreće, a da toga niste ni svjesni, koji je grad umjesto Kokure u kolovozu 1945. pogodila velika nesreća?;NAGASAKI;NA
1608;Koji je europski planinski sustav u 20. stoljeću devet puta bio mjestom održavanja zimskih olimpijskih igara?;ALPE;NA
1609;Hessov zakon u termokemijskim reakcijama temelji se na činjenici da ukupna reakcijska toplina neke kemijske promjene ne ovisi o putu reakcije, već samo o početnom i krajnjem stanju sustava. Taj je zakon poznat i kao zakon o očuvanju - čega?;ENERGIJA;NA
1610;Prema Forbesovoj listi jedan od najbogatijih fiktivnih likova, Rich Uncle Pennybags maskota je koje društvene igre?;MONOPOLY;NA
1611;Kojim se engleskim izrazom označava raznorodni duhovni po kret nastao šezdesetih godina 20. stoljeća u zapadnim zemlja ma, čiji je naglasak na mističnom i duhovnom kao najvažnijoj dimenziji ljudskoga postojanja te na prirodnom zdravlju, d hovnom iscjeljivanju i novoj, planetarnoj svijesti?;NEW AGE;NA
1612;Na zahtjev sirakuškog tiranina Hijerona II., koji je matemati čar i astronom oko 240. pr. Kr. dizajnirao 110-metarsku Sirakuziju koja se smatra najvećim brodom antičkog svijeta?;ARHIMED;NA
1613;Inženjer i direktor organizacije metalurških kompanija André Waterkeyn bio je gotovo do kraja života vlasnik autorskih prava na sve reprodukcije kojeg simbola Bruxellesa, gradevine koju je dizajnirao za EXPO 1958. godine?;ATOMIUM;NA
1614;Pomorac Alexander Selkirk je nakon brodoloma engleskog bro da Cinque Ports gotovo četiri i pol godine živio na nenaseljenom otoku u južnom Tihom oceanu, sve dok ga na svom trećem putovanju oko svijeta 1708. godine nije pronašao i spasio William Dampier. Kojem je piscu Selkirkova priča o preživljavanju poslužila kao inspiracija za čuveni roman, objavljen jedanaest godina kasnije?;Daniel DEFOE (Robinson Crusoe);NA
1615;U kojem se organu nalazi najmanja i najkraća kost u ljudskom tijelu - duga oko 3 milimetra, latinskog imena stapes?;UHO (stremen);NA
1616;Koji je slavni umjetnik izradio logo Chupa Chups i veliku metalnu skulpturu na pozornici za španjolsko domaćinstvo Eurosonga 1969. godine?;Salvador DALÍ;NA
1617;Od koliko se većih otoka jonske skupine sastojala oligarhijska republika, grčkog imena Heptanesos Politeia, koja je pod ruskim i otomanskim patronatom na tom području postojala od 1800. do 1807. godine?;7 (Republika sedam otoka);NA
1618;Upamćen u teniskoj povijesti, kojim je ishodom završio meč Jaroslava Drobnyja i Budgea Pattyja u Lyonu 1955. godine?;REMI/NERIJEŠENO;NA
1619;Premda se kasnije pokazalo netočnom informacijom, kanadski stjuard Gaëtan Dugas sredinom je osamdesetih godina 20. stoljeća identificiran kao „nulti pacijent u SAD-u zaražen kojim virusom? Istražujući njegovu seksualnu prošlost, pokazalo se da je većina rano zaraženih bila u kontaktu s njim.;HIV;NA
1620;Tri strofe pjesme Zemljo brda, zemljo na rijeci Paule von Prerasu na Mozartovu glazbu 1946. godine službenom himnom koje države? dović postale;AUSTRIJA;NA
1621;Budući da je bilo malo materijala, snimanje zvučnog dijela kojega je filma Alana Croslanda iz 1927. godine trajalo samo dva tjedna, pa su tako u filmu izgovorene samo 354 riječi koje gotovo sve izgovara Al Jolson?;PJEVAČ JAZZA;NA
1622;Nakon što je kao petnaestogodišnjak bio impresioniran njegovom operom Lohengrin, bavarski je kralj Ludvig II. stupanjem na prijestolje 1864. godine postao čiji mecena?;Richard WAGNER;NA
1623;Prema francuskom izrazu, écossaise je vrsta plesa u dvočetvrtinskom taktu imenom vezana uz koji konstitutivni dio Ujedinjenog Kraljevstva? Osobito je bio popularan u Francuskoj i Velikoj Britaniji u 18. i 19. stoljeću, a glazbene kompozicije namijenjene za écossaise skladali su Beethoven, Schubert i Liszt.;ŠKOTSKA;NA
1624;Smatrajući da je za njezin naslov bez dopuštenja iskorišten naziv njihova popularnog singla, protiv producenata koje je serije, originalno prikazivane od 2007. do 2014. godine, bend Red Hot Chili Peppers podnio tužbu?;CALIFORNICATION;NA
1625;Koje je najpoznatije ime „vjetrovitoga"grada ako su ostala imena Te Whanganui-a-Tara, Upoko o te Ika a Maui i Pöneke?;WELLINGTON;NA
1626;Jedan od naših prvih proizvoda s oznakom izvorno hrvatsko", kako se zove Kraševa pralina koju čini spoj nugata od lješnjaka i badema s kakaom, a ime je dobila po orijentalnoj plesačici?;BAJADERA;NA
1627;Na kojoj je dalmatinskoj rijeci poduzeće izumitelja, poduzetnika i političara Ante Šupuka 1895. godine sagradilo hidroelektranu, čime je njegov rodni grad medu prvima u svijetu dobio javnu rasvjetu na izmjeničnu struju?;KRKA;NA
1628;Poznat i kao „Wilt the Stilt", koji je košarkaš u dresu Philadel phije u sezoni 1961./62. imao nestvarni prosjek od 50,4 koša po utakmici?;Wilton Wilt" Norman CHAMBERLAIN;NA
1629;Gotovo dvadeset i jedan mjesec nakon revolucije u svojoj zem lji, koji je tadašnji predsjednik vlade u rujnu 1960. godine odr žao legendarni četverosatni govor na glavnoj skupštini UN-a?;Fidel CASTRO;NA
1630;Slijedeći etimologiju, koji je hladni umak najvjerojatnije ime dobio po Mahónu, glavnom gradu španjolske Menorce?;MAJONEZA;NA
1631;Nazivan i petim agregatnim stanjem tvari, kondenzat eksperimentalno nastao hladenjem razrijeđenog plina rubidijevih atoma gotovo do temperature apsolutne nule, imenovan je po dvo jici fizičara koji su ga teoretski predvidjeli. Jedan je Satyendra Nath Bose, a drugi je - tko?;Albert EINSTEIN (Bose- -Einsteinov kondenzat);NA
1632;Referirajući se na Marlona Branda, Ala Pacina, Jamesa Caana, Roberta Duvalla, Johna Cazalea i Diane Keaton, za casting ko jega je filma Stanley Kubrick izjavio kako je najbolji u cijeloj filmskoj povijesti?;KUM;NA
1633;Koji kanal odvaja poluotok Peloponez od grčkoga kopna čineći ga tako otokom?;KORINTSKI kanal;NA
1634;Svjetski poznata po ručno dovršenom i modernom nakitu pristupačnih cijena, kako se - poput mitološke žene titana Epimeteja - zove danska tvrtka, nakon Tiffanyja i Cartiera najveći svjetski proizvođač nakita?;PANDORA;NA
